attendance,date,division,f1_r1_clinch_a,f1_r1_clinch_l,f1_r1_distance_a,f1_r1_distance_l,f1_r1_ground_a,f1_r1_ground_l,f1_r1_kd,f1_r1_pass,f1_r1_rev,f1_r1_s_a,f1_r1_s_l,f1_r1_ss_a,f1_r1_ss_body_a,f1_r1_ss_body_l,f1_r1_ss_head_a,f1_r1_ss_head_l,f1_r1_ss_l,f1_r1_ss_leg_a,f1_r1_ss_leg_l,f1_r1_sub_a,f1_r1_td_a,f1_r1_td_l,f1_r2_clinch_a,f1_r2_clinch_l,f1_r2_distance_a,f1_r2_distance_l,f1_r2_ground_a,f1_r2_ground_l,f1_r2_kd,f1_r2_pass,f1_r2_rev,f1_r2_s_a,f1_r2_s_l,f1_r2_ss_a,f1_r2_ss_body_a,f1_r2_ss_body_l,f1_r2_ss_head_a,f1_r2_ss_head_l,f1_r2_ss_l,f1_r2_ss_leg_a,f1_r2_ss_leg_l,f1_r2_sub_a,f1_r2_td_a,f1_r2_td_l,f1_r3_clinch_a,f1_r3_clinch_l,f1_r3_distance_a,f1_r3_distance_l,f1_r3_ground_a,f1_r3_ground_l,f1_r3_kd,f1_r3_pass,f1_r3_rev,f1_r3_s_a,f1_r3_s_l,f1_r3_ss_a,f1_r3_ss_body_a,f1_r3_ss_body_l,f1_r3_ss_head_a,f1_r3_ss_head_l,f1_r3_ss_l,f1_r3_ss_leg_a,f1_r3_ss_leg_l,f1_r3_sub_a,f1_r3_td_a,f1_r3_td_l,f1_r4_clinch_a,f1_r4_clinch_l,f1_r4_distance_a,f1_r4_distance_l,f1_r4_ground_a,f1_r4_ground_l,f1_r4_kd,f1_r4_pass,f1_r4_rev,f1_r4_s_a,f1_r4_s_l,f1_r4_ss_a,f1_r4_ss_body_a,f1_r4_ss_body_l,f1_r4_ss_head_a,f1_r4_ss_head_l,f1_r4_ss_l,f1_r4_ss_leg_a,f1_r4_ss_leg_l,f1_r4_sub_a,f1_r4_td_a,f1_r4_td_l,f1_r5_clinch_a,f1_r5_clinch_l,f1_r5_distance_a,f1_r5_distance_l,f1_r5_ground_a,f1_r5_ground_l,f1_r5_kd,f1_r5_pass,f1_r5_rev,f1_r5_s_a,f1_r5_s_l,f1_r5_ss_a,f1_r5_ss_body_a,f1_r5_ss_body_l,f1_r5_ss_head_a,f1_r5_ss_head_l,f1_r5_ss_l,f1_r5_ss_leg_a,f1_r5_ss_leg_l,f1_r5_sub_a,f1_r5_td_a,f1_r5_td_l,f1_tot_clinch_a,f1_tot_clinch_l,f1_tot_distance_a,f1_tot_distance_l,f1_tot_ground_a,f1_tot_ground_l,f1_tot_kd,f1_tot_pass,f1_tot_rev,f1_tot_s_a,f1_tot_s_l,f1_tot_ss_a,f1_tot_ss_body_a,f1_tot_ss_body_l,f1_tot_ss_head_a,f1_tot_ss_head_l,f1_tot_ss_l,f1_tot_ss_leg_a,f1_tot_ss_leg_l,f1_tot_sub_a,f1_tot_td_a,f1_tot_td_l,f2_r1_clinch_a,f2_r1_clinch_l,f2_r1_distance_a,f2_r1_distance_l,f2_r1_ground_a,f2_r1_ground_l,f2_r1_kd,f2_r1_pass,f2_r1_rev,f2_r1_s_a,f2_r1_s_l,f2_r1_ss_a,f2_r1_ss_body_a,f2_r1_ss_body_l,f2_r1_ss_head_a,f2_r1_ss_head_l,f2_r1_ss_l,f2_r1_ss_leg_a,f2_r1_ss_leg_l,f2_r1_sub_a,f2_r1_td_a,f2_r1_td_l,f2_r2_clinch_a,f2_r2_clinch_l,f2_r2_distance_a,f2_r2_distance_l,f2_r2_ground_a,f2_r2_ground_l,f2_r2_kd,f2_r2_pass,f2_r2_rev,f2_r2_s_a,f2_r2_s_l,f2_r2_ss_a,f2_r2_ss_body_a,f2_r2_ss_body_l,f2_r2_ss_head_a,f2_r2_ss_head_l,f2_r2_ss_l,f2_r2_ss_leg_a,f2_r2_ss_leg_l,f2_r2_sub_a,f2_r2_td_a,f2_r2_td_l,f2_r3_clinch_a,f2_r3_clinch_l,f2_r3_distance_a,f2_r3_distance_l,f2_r3_ground_a,f2_r3_ground_l,f2_r3_kd,f2_r3_pass,f2_r3_rev,f2_r3_s_a,f2_r3_s_l,f2_r3_ss_a,f2_r3_ss_body_a,f2_r3_ss_body_l,f2_r3_ss_head_a,f2_r3_ss_head_l,f2_r3_ss_l,f2_r3_ss_leg_a,f2_r3_ss_leg_l,f2_r3_sub_a,f2_r3_td_a,f2_r3_td_l,f2_r4_clinch_a,f2_r4_clinch_l,f2_r4_distance_a,f2_r4_distance_l,f2_r4_ground_a,f2_r4_ground_l,f2_r4_kd,f2_r4_pass,f2_r4_rev,f2_r4_s_a,f2_r4_s_l,f2_r4_ss_a,f2_r4_ss_body_a,f2_r4_ss_body_l,f2_r4_ss_head_a,f2_r4_ss_head_l,f2_r4_ss_l,f2_r4_ss_leg_a,f2_r4_ss_leg_l,f2_r4_sub_a,f2_r4_td_a,f2_r4_td_l,f2_r5_clinch_a,f2_r5_clinch_l,f2_r5_distance_a,f2_r5_distance_l,f2_r5_ground_a,f2_r5_ground_l,f2_r5_kd,f2_r5_pass,f2_r5_rev,f2_r5_s_a,f2_r5_s_l,f2_r5_ss_a,f2_r5_ss_body_a,f2_r5_ss_body_l,f2_r5_ss_head_a,f2_r5_ss_head_l,f2_r5_ss_l,f2_r5_ss_leg_a,f2_r5_ss_leg_l,f2_r5_sub_a,f2_r5_td_a,f2_r5_td_l,f2_tot_clinch_a,f2_tot_clinch_l,f2_tot_distance_a,f2_tot_distance_l,f2_tot_ground_a,f2_tot_ground_l,f2_tot_kd,f2_tot_pass,f2_tot_rev,f2_tot_s_a,f2_tot_s_l,f2_tot_ss_a,f2_tot_ss_body_a,f2_tot_ss_body_l,f2_tot_ss_head_a,f2_tot_ss_head_l,f2_tot_ss_l,f2_tot_ss_leg_a,f2_tot_ss_leg_l,f2_tot_sub_a,f2_tot_td_a,f2_tot_td_l,fighter_1,fighter_1_detail_url,fighter_1_nn,fighter_2,fighter_2_detail_url,fighter_2_nn,location,referee,rounds,time,time_seconds,url,win_method,win_method_details,winner
9552,2016-03-19T00:00:00+00:00,Women's Strawweight Bout,0,0,97,37,0,0,0,0,0,97,37,97,10,3,87,34,37,0,0,0,0,0,1,0,54,22,1,1,0,1,0,59,25,56,4,2,52,21,23,0,0,0,1,1,10,6,13,4,7,7,0,0,0,43,28,30,13,11,17,6,17,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,164,63,8,8,0,1,0,199,90,183,27,16,156,61,77,0,0,0,3,1,2,1,123,34,0,0,0,0,0,125,35,125,5,2,113,29,35,7,4,0,0,0,0,0,67,28,5,4,0,0,1,76,36,72,16,12,56,20,32,0,0,0,1,0,9,6,41,19,0,0,0,0,0,75,48,50,17,13,33,12,25,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,231,81,5,4,0,0,1,276,119,247,38,27,202,61,92,7,4,1,2,0,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,"""Rowdy""",Seohee Ham,http://www.ufcstats.com/fighter-details/165c244bcca3ed26,,"Brisbane, Queensland, Australia",Steve Perceval,3,5:00,300,http://www.ufcstats.com/fight-details/8bf419824ca91470,Decision - Unanimous,Albert Shen 29 - 28.Barry Foley 30 - 27.Anthony Dimitriou 30 - 27.,Bec Rawlings
9552,2016-03-19T00:00:00+00:00,Light Heavyweight Bout,0,0,7,1,0,0,0,0,0,7,1,7,3,1,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,1,0,0,0,0,0,7,1,7,3,1,4,0,1,0,0,0,0,0,0,0,12,5,0,0,1,0,0,12,5,12,3,1,8,3,5,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,5,0,0,1,0,0,12,5,12,3,1,8,3,5,1,1,0,0,0,James Te Huna,http://www.ufcstats.com/fighter-details/f5431394fb284bb9,,Steve Bosse,http://www.ufcstats.com/fighter-details/e023fa2e648ea0f1,"""The Boss""","Brisbane, Queensland, Australia",Marc Goddard,1,0:52,52,http://www.ufcstats.com/fight-details/cf13dd810b2bd061,KO/TKO,Punch to Head In Clinch,Steve Bosse
9552,2016-03-19T00:00:00+00:00,Middleweight Bout,0,0,2,0,0,0,0,0,0,4,2,2,0,0,1,0,0,1,0,0,0,0,5,3,28,6,8,5,0,0,0,50,22,41,1,1,36,9,14,4,4,0,0,0,0,0,7,2,38,21,0,1,0,58,33,45,2,2,43,21,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,37,8,46,26,0,1,0,112,57,88,3,3,80,30,37,5,4,0,1,0,0,0,5,2,6,5,0,1,0,35,25,11,2,2,9,5,7,0,0,0,1,1,2,1,43,21,0,0,0,1,0,46,23,45,8,5,34,15,22,3,2,0,6,1,2,1,4,3,0,0,0,0,0,6,4,6,2,2,4,2,4,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,52,26,6,5,0,2,0,87,52,62,12,9,47,22,33,3,2,0,9,2,Daniel Kelly,http://www.ufcstats.com/fighter-details/bdcbb976816fd256,,Antonio Carlos Junior,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,"""Cara de Sapato""","Brisbane, Queensland, Australia",Greg Kleynjans,3,1:36,96,http://www.ufcstats.com/fight-details/b33d1e693e3c9958,KO/TKO,Punches to Head From Half Guard,Daniel Kelly
9552,2016-03-19T00:00:00+00:00,Lightweight Bout,4,1,51,17,1,1,0,0,0,56,19,56,4,1,39,7,19,13,11,0,2,0,2,1,16,4,2,1,0,0,0,21,7,20,3,2,16,4,6,1,0,0,2,0,3,2,33,9,2,0,0,2,0,52,24,38,12,7,26,4,11,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,100,30,5,2,0,2,0,129,50,114,19,10,81,15,36,14,11,2,4,0,2,0,46,16,2,2,0,0,0,50,18,50,9,6,35,8,18,6,4,0,1,0,2,2,16,3,6,4,0,1,0,37,20,24,7,4,15,3,9,2,2,0,2,1,2,0,24,8,0,0,0,0,0,29,11,26,10,4,16,4,8,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,86,27,8,6,0,1,0,116,49,100,26,14,66,15,35,8,6,0,6,1,Jake Matthews,http://www.ufcstats.com/fighter-details/a845f0735bc67405,"""The Celtic Kid""",Johnny Case,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287,"""Hollywood""","Brisbane, Queensland, Australia",John Sharp,3,4:45,285,http://www.ufcstats.com/fight-details/784a57385d0e87ff,Submission,Rear Naked Choke,Jake Matthews
9552,2016-03-19T00:00:00+00:00,Welterweight Bout,6,5,8,5,48,40,1,2,0,77,64,62,1,1,59,47,50,2,2,0,1,1,2,1,10,6,1,1,1,0,0,14,9,13,2,1,8,5,8,3,2,0,2,0,1,1,3,1,0,0,0,0,0,4,2,4,0,0,4,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,21,12,49,41,2,2,0,95,75,79,3,2,71,54,60,5,4,0,3,1,3,3,25,12,0,0,0,0,0,42,28,28,2,2,24,11,15,2,2,0,1,0,8,8,30,14,104,92,0,4,0,172,142,142,9,8,132,105,114,1,1,2,0,0,5,5,14,6,8,8,0,1,0,36,26,27,2,2,25,17,19,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,69,32,112,100,0,5,0,250,196,197,13,12,181,133,148,3,3,2,2,1,Hector Lombard,http://www.ufcstats.com/fighter-details/db1f2ed63b54b9a7,,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,,"Brisbane, Queensland, Australia",Steve Perceval,3,0:46,46,http://www.ufcstats.com/fight-details/a26db2cee9eab1f9,KO/TKO,Punches to Head From Mount,Neil Magny
14898,2016-03-05T00:00:00+00:00,Lightweight Bout,0,0,7,1,28,19,0,2,1,56,31,35,0,0,33,19,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,1,28,19,0,2,1,56,31,35,0,0,33,19,20,2,1,0,0,0,0,0,3,1,0,0,0,0,0,4,2,3,1,1,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,0,0,0,0,4,2,3,1,1,1,0,1,1,0,0,1,1,Jason Saggo,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23,,Justin Salas,http://www.ufcstats.com/fighter-details/9b198c73e3d0d289,"""J-Bomb""","Las Vegas, Nevada, USA",Yves Lavigne,1,4:31,271,http://www.ufcstats.com/fight-details/8295c37ad4b6187e,KO/TKO,Punches to Head From Back Control,Jason Saggo
9552,2016-03-19T00:00:00+00:00,Heavyweight Bout,0,0,19,8,0,0,1,0,0,19,8,19,2,1,14,6,8,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19,8,0,0,1,0,0,19,8,19,2,1,14,6,8,3,1,0,0,0,0,0,10,1,0,0,0,0,0,11,2,10,0,0,10,1,1,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,1,0,0,0,0,0,11,2,10,0,0,10,1,1,0,0,0,3,0,Mark Hunt,http://www.ufcstats.com/fighter-details/eef9b891edbd4604,"""Super Samoan""",Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,,"Brisbane, Queensland, Australia",Marc Goddard,1,3:01,181,http://www.ufcstats.com/fight-details/fb98219ce569b384,KO/TKO,Punch to Head At Distance,Mark Hunt
14898,2016-03-05T00:00:00+00:00,Lightweight Bout,2,2,20,3,5,5,0,1,0,48,31,27,4,3,22,7,10,1,0,0,2,1,2,1,33,9,0,0,0,1,0,37,12,35,9,4,25,6,10,1,0,0,4,1,0,0,63,28,0,0,0,0,0,63,28,63,8,5,54,22,28,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,116,40,5,5,0,2,0,148,71,125,21,12,101,35,48,3,1,0,9,2,2,0,24,11,1,1,0,0,0,30,15,27,5,3,20,8,12,2,1,0,0,0,4,4,30,17,3,3,0,1,0,38,25,37,4,4,29,16,24,4,4,0,0,0,1,0,50,20,0,0,0,0,0,52,21,51,4,3,43,13,20,4,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,104,48,4,4,0,1,0,120,61,115,13,10,92,37,56,10,9,0,1,0,Diego Sanchez,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689,"""Nightmare""",Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,"""A-10""","Las Vegas, Nevada, USA",Chris Tognoni,3,5:00,300,http://www.ufcstats.com/fight-details/3f3b8dcd16dd7383,Decision - Unanimous,Tony Weeks 29 - 28.Glenn Trowbridge 29 - 28.Lester Griffin 29 - 28.,Diego Sanchez
14898,2016-03-05T00:00:00+00:00,Featherweight Bout,24,23,32,11,3,2,0,1,0,98,73,59,14,13,43,22,36,2,1,0,2,1,6,4,7,3,36,33,0,1,0,93,75,49,10,10,36,27,40,3,3,0,4,2,6,5,26,10,13,13,0,2,0,64,45,45,5,3,39,24,28,1,1,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,32,65,24,52,48,0,4,0,255,193,153,29,26,118,73,104,6,5,0,11,7,7,5,34,16,1,1,0,0,0,44,22,42,5,4,37,18,22,0,0,2,0,0,1,0,6,2,1,1,0,0,0,15,7,8,0,0,8,3,3,0,0,0,0,0,0,0,22,2,0,0,0,0,0,24,3,22,2,0,20,2,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,62,20,2,2,0,0,0,83,32,72,7,4,65,23,27,0,0,2,1,0,Darren Elkins,http://www.ufcstats.com/fighter-details/92a9aa9c93192871,"""The Damage""",Chas Skelly,http://www.ufcstats.com/fighter-details/4bd6b4800070b069,"""The Scrapper""","Las Vegas, Nevada, USA",Yves Lavigne,3,5:00,300,http://www.ufcstats.com/fight-details/d3255f2b8ef2b559,Decision - Unanimous,Adalaide Byrd 30 - 26.Sal D'amato 29 - 27.Chris Lee 30 - 27.,Darren Elkins
14898,2016-03-05T00:00:00+00:00,Middleweight Bout,11,11,34,16,0,0,0,0,0,61,42,45,7,4,35,21,27,3,2,0,0,0,15,14,11,5,0,0,0,0,0,26,19,26,3,2,23,17,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,45,21,0,0,0,0,0,87,61,71,10,6,58,38,46,3,2,0,0,0,5,3,25,13,1,1,0,0,0,38,23,31,5,3,16,5,17,10,9,0,4,1,1,0,12,6,0,0,0,0,0,15,8,13,3,1,6,1,6,4,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,37,19,1,1,0,0,0,53,31,44,8,4,22,6,23,14,13,0,5,1,Vitor Miranda,http://www.ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,"""Lex Luthor""",Marcelo Guimaraes,http://www.ufcstats.com/fighter-details/0c9c0a43d3f3f49d,"""Magrao""","Las Vegas, Nevada, USA",Chris Tognoni,2,1:09,69,http://www.ufcstats.com/fight-details/49f83168974fb60f,KO/TKO,Kick to Head At Distance,Vitor Miranda
14898,2016-03-05T00:00:00+00:00,Welterweight Bout,0,0,22,6,0,0,0,0,0,22,6,22,5,3,12,1,6,5,2,0,1,0,0,0,10,5,0,0,0,0,0,10,5,10,5,3,2,1,5,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32,11,0,0,0,0,0,32,11,32,10,6,14,2,11,8,3,0,1,0,1,1,34,15,2,1,0,0,0,37,17,37,3,3,25,5,17,9,9,0,1,1,1,1,11,7,1,1,1,0,0,13,9,13,2,2,9,5,9,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,45,22,3,2,1,0,0,50,26,50,5,5,34,10,26,11,11,0,1,1,Erick Silva,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8,"""The Tiger""",Nordine Taleb,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb,,"Las Vegas, Nevada, USA",Herb Dean,2,1:34,94,http://www.ufcstats.com/fight-details/90a5ddd6738605d9,KO/TKO,Punch to Head At Distance,Nordine Taleb
14898,2016-03-05T00:00:00+00:00,Welterweight Bout,7,6,23,12,2,2,0,0,0,40,27,32,6,4,18,10,20,8,6,0,2,1,0,0,14,8,0,0,0,0,0,34,24,14,2,1,10,5,8,2,2,0,0,0,0,0,6,1,1,1,0,0,0,11,6,7,1,0,5,1,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,43,21,3,3,0,0,0,85,57,53,9,5,33,16,30,11,9,0,2,1,16,12,29,10,4,4,0,1,1,57,34,49,10,8,39,18,26,0,0,0,0,0,6,5,10,3,32,26,0,1,0,92,71,48,5,4,42,29,34,1,1,0,2,2,3,2,10,5,28,17,0,2,0,86,65,41,3,3,37,20,24,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,49,18,64,47,0,4,1,235,170,138,18,15,118,67,84,2,2,1,3,3,Brandon Thatch,http://www.ufcstats.com/fighter-details/638cfec7ec559d6e,"""Rukus""",Siyar Bahadurzada,http://www.ufcstats.com/fighter-details/aec185309b4843d0,"""The Great""","Las Vegas, Nevada, USA",John McCarthy,3,4:11,251,http://www.ufcstats.com/fight-details/e86f7b7f3a047d2a,Submission,Arm Triangle From Half Guard,Siyar Bahadurzada
14898,2016-03-05T00:00:00+00:00,Women's Bantamweight Bout,0,0,34,13,3,1,0,0,0,43,20,37,7,4,20,3,14,10,7,0,1,1,0,0,5,4,28,18,0,4,0,58,43,33,3,2,28,18,22,2,2,2,1,1,0,0,11,3,0,0,0,0,0,11,3,11,1,0,5,0,3,5,3,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50,20,31,19,0,4,0,112,66,81,11,6,53,21,39,17,12,2,6,2,0,0,18,7,1,1,0,0,0,21,10,19,2,1,16,6,8,1,1,0,0,0,0,0,5,2,2,1,0,0,1,9,5,7,2,1,5,2,3,0,0,0,0,0,8,5,28,7,5,5,0,1,0,69,41,41,2,1,37,14,17,2,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,51,16,8,7,0,1,1,99,56,67,6,3,58,22,28,3,3,0,1,1,Amanda Nunes,http://www.ufcstats.com/fighter-details/80fa8218c99f9c58,"""Lioness""",Valentina Shevchenko,http://www.ufcstats.com/fighter-details/132deb59abae64b1,"""Bullet""","Las Vegas, Nevada, USA",Herb Dean,3,5:00,300,http://www.ufcstats.com/fight-details/ba2f3b9a12400aa0,Decision - Unanimous,Lester Griffin 29 - 27.Glenn Trowbridge 29 - 27.Junichiro Kamijo 29 - 28.,Amanda Nunes
14898,2016-03-05T00:00:00+00:00,Light Heavyweight Bout,0,0,67,22,0,0,0,0,0,67,22,67,5,2,56,14,22,6,6,0,2,0,6,3,52,19,0,0,0,0,0,58,22,58,5,5,49,13,22,4,4,0,1,0,0,0,23,7,5,4,0,1,0,53,35,28,3,3,22,6,11,3,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,142,48,5,4,0,1,0,178,79,153,13,10,127,33,55,13,12,0,4,1,10,8,40,10,0,0,0,0,0,51,19,50,1,0,48,17,18,1,1,0,0,0,2,2,40,9,0,0,0,0,0,42,11,42,3,2,39,9,11,0,0,0,1,1,0,0,7,2,0,0,0,0,0,7,2,7,0,0,7,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,87,21,0,0,0,0,0,100,32,99,4,2,94,28,31,1,1,0,1,1,Corey Anderson,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,"""Overtime""",Tom Lawlor,http://www.ufcstats.com/fighter-details/4d44f37107f01b9b,"""Filthy""","Las Vegas, Nevada, USA",John McCarthy,3,5:00,300,http://www.ufcstats.com/fight-details/0bdea30d7a7322f7,Decision - Unanimous,Marcos Rosales 29 - 28.Adalaide Byrd 30 - 27.Chris Lee 30 - 27.,Corey Anderson
14898,2016-03-05T00:00:00+00:00,Light Heavyweight Bout,2,2,19,4,0,0,0,0,0,26,9,21,7,2,11,3,6,3,1,0,0,0,3,2,23,7,0,0,0,0,0,29,12,26,7,2,16,4,9,3,3,0,0,0,1,0,20,8,0,0,0,0,0,24,11,21,2,1,19,7,8,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,62,19,0,0,0,0,0,79,32,68,16,5,46,14,23,6,4,0,1,0,7,6,11,4,0,0,0,0,0,21,13,18,3,3,13,6,10,2,1,0,5,0,3,2,13,6,3,2,0,1,0,19,10,19,2,1,15,7,10,2,2,0,4,2,0,0,15,9,1,1,0,0,0,19,13,16,3,2,13,8,10,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,39,19,4,3,0,1,0,59,36,53,8,6,41,21,30,4,3,0,12,3,Gian Villante,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc,,Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea,"""The Sledgehammer""","Las Vegas, Nevada, USA",Yves Lavigne,3,5:00,300,http://www.ufcstats.com/fight-details/17c598d7841daae0,Decision - Unanimous,Tony Weeks 27 - 30.Sal D'amato 27 - 30.Derek Cleary 27 - 30.,Ilir Latifi
14898,2016-03-05T00:00:00+00:00,UFC Women's Bantamweight Title Bout,0,0,28,14,0,0,0,0,0,28,14,28,5,5,19,8,14,4,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,41,13,0,0,0,0,0,41,13,41,4,2,35,9,13,2,2,0,0,0,2,2,38,12,0,0,0,0,0,48,22,40,6,3,30,8,14,4,3,0,0,0,1,0,30,17,0,0,0,0,0,32,18,31,5,5,24,10,17,2,2,0,0,0,3,2,139,57,0,0,0,0,0,151,68,142,21,16,109,35,59,12,8,0,0,0,1,1,26,6,0,0,0,0,0,27,7,27,2,0,23,7,7,2,0,0,1,0,0,0,6,1,12,10,0,2,0,36,29,18,1,1,16,10,11,1,0,1,1,1,0,0,23,7,0,0,0,0,0,24,8,23,3,2,16,3,7,4,2,0,2,0,2,2,20,5,0,0,0,0,0,29,12,22,2,1,20,6,7,0,0,0,2,0,1,1,13,7,0,0,0,1,0,16,9,14,4,3,8,3,8,2,2,1,3,1,4,4,88,26,12,10,0,3,0,132,65,104,12,7,83,29,40,9,4,2,9,2,Holly Holm,http://www.ufcstats.com/fighter-details/634e2fb70bde3fd5,"""The Preacher's Daughter""",Miesha Tate,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da,"""Cupcake""","Las Vegas, Nevada, USA",John McCarthy,5,3:30,210,http://www.ufcstats.com/fight-details/7ffd80b65b0ff942,Submission,Rear Naked ChokeTechnical Submission,Miesha Tate
